epoch,binary_accuracy,loss,val_binary_accuracy,val_loss
0,0.5720667243003845,30.059555053710938,0.854069709777832,29.74735450744629
1,0.7914248704910278,29.09373664855957,0.8997092247009277,29.125417709350586
2,0.8700898885726929,28.287124633789062,0.896220862865448,28.685245513916016
3,0.8923749327659607,27.576602935791016,0.9197674989700317,27.759069442749023
4,0.8945314288139343,26.908750534057617,0.9488372802734375,26.87114715576172
5,0.8995121717453003,26.24685287475586,0.9485466480255127,26.109649658203125
6,0.904698371887207,25.60635757446289,0.9456394910812378,25.375755310058594
7,0.9211810231208801,24.972492218017578,0.9363372325897217,24.66356086730957
8,0.915429949760437,24.376739501953125,0.9375,24.06187629699707
9,0.9220538139343262,23.7788028717041,0.9386627674102783,23.479938507080078
10,0.9227215051651001,23.20511817932129,0.9491279125213623,22.928485870361328
11,0.9274967312812805,22.64566421508789,0.9267441630363464,22.364892959594727
12,0.9214890003204346,22.1097354888916,0.8930233120918274,21.853742599487305
13,0.9094222784042358,21.596189498901367,0.9424418807029724,21.339824676513672
14,0.9275482296943665,21.057504653930664,0.9180232882499695,20.78217887878418
15,0.9197945594787598,20.556560516357422,0.9491279721260071,20.293869018554688
16,0.9297560453414917,20.05156135559082,0.9197674989700317,19.797225952148438
17,0.9269832968711853,19.578248977661133,0.9540697336196899,19.34016227722168
18,0.9407445192337036,19.089948654174805,0.934883713722229,18.842914581298828
19,0.9376124739646912,18.6319637298584,0.9255813956260681,18.39643669128418
20,0.9311424493789673,18.19904327392578,0.8962209820747375,18.002582550048828
21,0.9294480085372925,17.755706787109375,0.934883713722229,17.51592254638672
22,0.9433119297027588,17.321481704711914,0.9255814552307129,17.10665512084961
23,0.9375095367431641,16.91597557067871,0.9229651093482971,16.69593620300293
24,0.9354044198989868,16.49966812133789,0.9351744651794434,16.292766571044922
25,0.9446471333503723,16.09918785095215,0.944767415523529,15.88684368133545
26,0.9397686719894409,15.717814445495605,0.9523255825042725,15.50802993774414
27,0.939050018787384,15.342910766601562,0.9595930576324463,15.140220642089844
28,0.9433119893074036,14.966546058654785,0.9517441391944885,14.771629333496094
29,0.9452630877494812,14.606809616088867,0.9322673678398132,14.427051544189453
30,0.9384852647781372,14.270925521850586,0.9177325963973999,14.099699020385742
31,0.941155195236206,13.915119171142578,0.953197717666626,13.732142448425293
32,0.9433119297027588,13.584300994873047,0.9468023777008057,13.403656959533691
33,0.948241114616394,13.25133228302002,0.9520348906517029,13.079471588134766
34,0.9456225037574768,12.93564510345459,0.963081419467926,12.777850151062012
35,0.9475225806236267,12.624101638793945,0.9651163816452026,12.472901344299316
36,0.9487034678459167,12.322198867797852,0.9616279602050781,12.16457748413086
37,0.9467522501945496,12.031729698181152,0.9412791132926941,11.877811431884766
38,0.9472144842147827,11.741325378417969,0.9648256301879883,11.598099708557129
39,0.9467521905899048,11.462806701660156,0.9500000476837158,11.314208984375
40,0.9498332142829895,11.181904792785645,0.9473837018013,11.039477348327637
41,0.9513223171234131,10.913469314575195,0.9590116739273071,10.78084659576416
42,0.9544031620025635,10.649971961975098,0.9601744413375854,10.523476600646973
43,0.9543517231941223,10.39380168914795,0.9590116739273071,10.27409839630127
44,0.9516816139221191,10.144235610961914,0.9456396698951721,10.025741577148438
45,0.9522976279258728,9.90495491027832,0.9473837614059448,9.793052673339844
46,0.9516304731369019,9.666949272155762,0.9523255825042725,9.549991607666016
47,0.9531194567680359,9.435524940490723,0.9622094035148621,9.322099685668945
48,0.9539410471916199,9.210307121276855,0.9380815029144287,9.108955383300781
49,0.9515275359153748,8.993902206420898,0.9540697932243347,8.876625061035156
50,0.9519385099411011,8.778485298156738,0.9610464572906494,8.685039520263672
51,0.9527599215507507,8.566615104675293,0.9625000357627869,8.464564323425293
52,0.9531707763671875,8.361083984375,0.9677326083183289,8.258166313171387
53,0.953170895576477,8.161608695983887,0.9680232405662537,8.090790748596191
54,0.9507061243057251,7.97083044052124,0.9517442584037781,7.871178150177002
55,0.9513736367225647,7.778886318206787,0.9668605923652649,7.688377857208252
56,0.9535814523696899,7.5936102867126465,0.9633721709251404,7.496841907501221
57,0.9448010325431824,7.428397178649902,0.969186007976532,7.3740644454956055
58,0.9539409875869751,7.234377384185791,0.9473837018013,7.14646577835083
59,0.9527599811553955,7.063416957855225,0.9703489542007446,6.983299732208252
60,0.955173134803772,6.889447212219238,0.9674419164657593,6.814364910125732
61,0.9570732116699219,6.724781036376953,0.9630815386772156,6.646015167236328
62,0.9529139399528503,6.569779872894287,0.9709302186965942,6.512945652008057
63,0.9552760720252991,6.408874988555908,0.9639534950256348,6.333376884460449
64,0.9522976875305176,6.263375759124756,0.9537791013717651,6.181221961975098
65,0.9576380252838135,6.10618782043457,0.9604650735855103,6.033328533172607
66,0.9530165791511536,5.969654560089111,0.9616280198097229,5.893265724182129
67,0.9548138976097107,5.824711322784424,0.9494187235832214,5.751740455627441
68,0.9545571208000183,5.684868812561035,0.9656977653503418,5.628819465637207
69,0.9568678140640259,5.547325611114502,0.9639536142349243,5.491238117218018
70,0.9564056992530823,5.415572166442871,0.9581395387649536,5.362793445587158
71,0.9555841684341431,5.287420749664307,0.9590116739273071,5.225929260253906
72,0.9534274935722351,5.167153835296631,0.9613372683525085,5.1086273193359375
73,0.9548652768135071,5.043178558349609,0.9549418687820435,4.9868974685668945
74,0.9536328911781311,4.926719665527344,0.9601744413375854,4.863011837005615
75,0.9558406472206116,4.804477691650391,0.9529070258140564,4.746521949768066
76,0.9526572227478027,4.697500705718994,0.9476743936538696,4.642209529876709
77,0.9566625356674194,4.580092906951904,0.9656977653503418,4.530302047729492
78,0.9559435844421387,4.471660614013672,0.9450582265853882,4.421130180358887
79,0.9569704532623291,4.3630781173706055,0.9642443060874939,4.317512035369873
80,0.9563031196594238,4.261901378631592,0.9619185924530029,4.211817741394043
81,0.9574325084686279,4.161814212799072,0.96366286277771,4.110223293304443
82,0.9564054608345032,4.063126087188721,0.9616279602050781,4.01414680480957
83,0.9565083980560303,3.968754529953003,0.9558140635490417,3.9217689037323
84,0.9569190740585327,3.8728628158569336,0.9622092843055725,3.8285956382751465
85,0.9561491012573242,3.783090829849243,0.9511628150939941,3.7409801483154297
86,0.9555329084396362,3.695268154144287,0.958430290222168,3.654219150543213
87,0.9578434228897095,3.6061086654663086,0.9424418807029724,3.5723726749420166
88,0.9563028812408447,3.5205626487731934,0.96366286277771,3.480616807937622
89,0.9575353860855103,3.436673641204834,0.9610465168952942,3.39870548248291
90,0.9564054608345032,3.3621022701263428,0.9613372683525085,3.3170950412750244
91,0.9551732540130615,3.2785489559173584,0.9508721232414246,3.2559452056884766
92,0.9557381868362427,3.205934524536133,0.951453447341919,3.1645007133483887
93,0.9566109776496887,3.1280925273895264,0.9587209820747375,3.0933234691619873
94,0.9572786688804626,3.052762031555176,0.9598838686943054,3.017155408859253
95,0.9573298096656799,2.982072114944458,0.9622094035148621,2.9499640464782715
96,0.956508457660675,2.912749767303467,0.9566861391067505,2.876831293106079
97,0.9560976028442383,2.8440616130828857,0.9575582146644592,2.809377670288086
98,0.9557380080223083,2.777196168899536,0.9651163816452026,2.7519311904907227
99,0.9560462236404419,2.7118709087371826,0.9651163816452026,2.689352035522461
100,0.9574839472770691,2.6497249603271484,0.9648256301879883,2.6232762336730957
101,0.957638144493103,2.593754768371582,0.9264534115791321,2.5920557975769043
102,0.9563544392585754,2.5276095867156982,0.9563953280448914,2.4975533485412598
103,0.9570730924606323,2.4704856872558594,0.9610466361045837,2.437589168548584
104,0.9569190144538879,2.410848617553711,0.9633721709251404,2.3858988285064697
105,0.9565083384513855,2.3582136631011963,0.9625000953674316,2.3272953033447266
106,0.9579975008964539,2.2987258434295654,0.9639536142349243,2.278432607650757
107,0.9574840068817139,2.2452197074890137,0.963081419467926,2.219513416290283
108,0.9563542604446411,2.1966440677642822,0.9619186520576477,2.167353868484497
109,0.9521949887275696,2.1530659198760986,0.962790846824646,2.116180658340454
110,0.9564056396484375,2.0941011905670166,0.9697674512863159,2.0864336490631104
111,0.9583569765090942,2.0436506271362305,0.9616279602050781,2.022953748703003
112,0.9566109776496887,2.0005290508270264,0.968313992023468,1.989641547203064
113,0.9572786092758179,1.9531923532485962,0.9671512842178345,1.9409557580947876
114,0.9581002593040466,1.9069716930389404,0.9595930576324463,1.8901951313018799
115,0.9508087038993835,1.8770928382873535,0.966279149055481,1.8777011632919312
116,0.9568676352500916,1.821549892425537,0.9514535665512085,1.8041878938674927
117,0.9578434824943542,1.7791845798492432,0.9572674632072449,1.760761022567749
118,0.9585108160972595,1.7366859912872314,0.9625000953674316,1.7211493253707886
119,0.9579461216926575,1.697264552116394,0.9633720517158508,1.682342290878296
120,0.9571760296821594,1.6594302654266357,0.9625000953674316,1.6470592021942139
121,0.9591271281242371,1.6185814142227173,0.9613372683525085,1.6043193340301514
122,0.9577407836914062,1.5833348035812378,0.9668604731559753,1.5718954801559448
123,0.9563542008399963,1.5498932600021362,0.9581395387649536,1.5365002155303955
124,0.9570731520652771,1.5144597291946411,0.9392442107200623,1.5154560804367065
125,0.9578947424888611,1.4788966178894043,0.9610466361045837,1.463414192199707
126,0.9572269916534424,1.4456337690353394,0.9616279602050781,1.4315283298492432
127,0.9574840068817139,1.4125040769577026,0.9619186520576477,1.3962072134017944
128,0.9582027792930603,1.379106044769287,0.9625000953674316,1.3677033185958862
129,0.9574839472770691,1.3496160507202148,0.965697705745697,1.3382395505905151
130,0.9591782093048096,1.3162142038345337,0.9633721709251404,1.306724190711975
131,0.9588704109191895,1.2868605852127075,0.9607558846473694,1.275977611541748
132,0.9587162733078003,1.2582839727401733,0.96366286277771,1.2538151741027832
133,0.9556352496147156,1.2338461875915527,0.955232560634613,1.2251266241073608
134,0.9586649537086487,1.2034721374511719,0.9590116739273071,1.1896731853485107
135,0.9558408856391907,1.1834207773208618,0.957848846912384,1.1627074480056763
136,0.9579973220825195,1.151619791984558,0.9500000476837158,1.148085594177246
137,0.9584595561027527,1.1237144470214844,0.9651163816452026,1.108904242515564
138,0.9570218324661255,1.1038298606872559,0.9668604731559753,1.0905520915985107
139,0.9595379829406738,1.0742039680480957,0.9619186520576477,1.0656168460845947
140,0.957124650478363,1.0547329187393188,0.9581395387649536,1.0439932346343994
141,0.9573299884796143,1.0291799306869507,0.9616278409957886,1.0182347297668457
142,0.9598459601402283,1.0041615962982178,0.9598837494850159,1.0019134283065796
143,0.9592298269271851,0.9811264276504517,0.962790846824646,0.9747359752655029
144,0.957432746887207,0.9611825346946716,0.9645349979400635,0.9527090787887573
145,0.9573810696601868,0.9424847364425659,0.9563953280448914,0.9321222305297852
146,0.9586136937141418,0.9183092713356018,0.9604650735855103,0.9096668362617493
147,0.9589731097221375,0.8994991183280945,0.9549418687820435,0.8941628932952881
148,0.9563030004501343,0.8844788670539856,0.9654070734977722,0.873661994934082
149,0.9555840492248535,0.8671788573265076,0.9526163935661316,0.8546913266181946
150,0.9579461812973022,0.8470235466957092,0.919767439365387,0.8783981204032898
151,0.9532222747802734,0.8319413661956787,0.963081419467926,0.8123518228530884
152,0.9591783285140991,0.8052467703819275,0.9633721709251404,0.7964821457862854
153,0.9591271281242371,0.7891489863395691,0.9505813717842102,0.7894855737686157
154,0.9581001996994019,0.7713938355445862,0.9619185924530029,0.762116014957428
155,0.9584595561027527,0.7567023634910583,0.945348858833313,0.7626327872276306
156,0.9577919840812683,0.7409526705741882,0.9590116739273071,0.7349143624305725
157,0.9589218497276306,0.7206717729568481,0.9578489065170288,0.715155839920044
158,0.9574838876724243,0.7085541486740112,0.9604651927947998,0.7012559771537781
159,0.9582028388977051,0.6944162845611572,0.9619186520576477,0.6860104203224182
160,0.9575866460800171,0.6811236143112183,0.9616279602050781,0.6725311875343323
161,0.9605136513710022,0.6612037420272827,0.9639534950256348,0.658109724521637
162,0.9604620933532715,0.6475913524627686,0.9677327275276184,0.660839855670929
